epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,7334.73,0.25356,0.27188,0.28745,0.88628,0.99407,1,0.995,0.99292,0.99407,1,0.995,0.99292,0.20709,0.18656,0.23862,0.86554,0.00018917,0.00018917,0.00018917
115,7398.71,0.26239,0.28836,0.28279,0.88496,0.99351,1,0.995,0.98843,0.99351,1,0.995,0.98843,0.20819,0.18596,0.23729,0.86376,0.000180201,0.000180201,0.000180201
116,7462.73,0.22815,0.21486,0.26257,0.8637,0.99403,1,0.995,0.99318,0.99403,1,0.995,0.99318,0.20786,0.18627,0.22626,0.86454,0.000171429,0.000171429,0.000171429
117,7526.41,0.24794,0.24353,0.27064,0.87528,0.99439,1,0.995,0.98728,0.99439,1,0.995,0.99316,0.20647,0.18744,0.21861,0.86535,0.000162859,0.000162859,0.000162859
118,7589.94,0.23806,0.24991,0.2652,0.87963,0.9948,1,0.995,0.98435,0.9948,1,0.995,0.99321,0.20778,0.18884,0.21829,0.86611,0.000154495,0.000154495,0.000154495
119,7654.98,0.23717,0.22655,0.2625,0.87878,0.99496,1,0.995,0.98701,0.99496,1,0.995,0.99322,0.20759,0.18923,0.22336,0.86431,0.00014634,0.00014634,0.00014634
1,74.6328,0.54268,1.63472,3.27508,1.06038,0.03404,1,0.38867,0.34803,0.03404,1,0.38825,0.36198,0.35616,0.86307,3.84591,0.98193,0.00015827,0.00015827,0.00015827
2,204.69,0.52744,0.52613,2.32241,1.03415,0.50313,0.40368,0.53145,0.48743,0.50313,0.40368,0.53145,0.49072,0.44112,0.45119,3.1178,1.05415,0.000324791,0.000324791,0.000324791
3,302.593,0.53803,0.48325,1.95637,1.0203,0.47019,0.85833,0.69756,0.63181,0.47019,0.85833,0.69756,0.66422,0.4083,0.33721,2.25537,1.00616,0.00049099,0.00049099,0.00049099
4,408.329,0.49889,0.46745,1.63594,0.99098,0.55012,0.90122,0.78719,0.69461,0.55012,0.90122,0.78719,0.73951,0.46509,0.41748,2.17722,1.01868,0.000656624,0.000656624,0.000656624
5,541.661,0.47791,0.41102,1.45423,0.97891,0.89286,0.78022,0.89016,0.80527,0.89286,0.78022,0.89016,0.8357,0.46749,0.25904,1.88143,1.04978,0.000821451,0.000821451,0.000821451
6,641.299,0.49824,0.38937,1.35842,0.98653,0.91948,0.83604,0.96591,0.89462,0.91948,0.83604,0.96591,0.9256,0.44048,0.28926,1.69166,1.041,0.000827923,0.000827923,0.000827923
7,745.949,0.48344,0.40914,1.2388,0.96687,0.86526,0.84727,0.95285,0.88568,0.86526,0.84727,0.95285,0.92236,0.42202,0.24562,1.8231,0.99617,0.000825696,0.000825696,0.000825696
8,879.399,0.48311,0.44675,1.21061,0.98338,0.84721,0.93964,0.95453,0.88748,0.84721,0.93964,0.95453,0.91658,0.40581,0.24317,1.5544,0.97735,0.00082307,0.00082307,0.00082307
9,978.044,0.45008,0.34349,1.08274,0.96539,0.821,0.91998,0.92784,0.86215,0.821,0.91998,0.92784,0.89934,0.40973,0.23596,1.42404,1.002,0.000820046,0.000820046,0.000820046
10,1083.06,0.42331,0.39033,1.06023,0.95347,0.866,0.9226,0.96515,0.88933,0.866,0.9226,0.96515,0.93575,0.42277,0.21486,1.40408,1.01493,0.000816628,0.000816628,0.000816628
11,1215.58,0.42239,0.3894,1.03118,0.95834,0.94159,0.92966,0.98589,0.93768,0.94159,0.92966,0.98589,0.96794,0.36078,0.21667,1.17399,0.92334,0.000812819,0.000812819,0.000812819
12,1312.89,0.41323,0.40145,1.00528,0.95773,0.88509,0.94314,0.97245,0.91725,0.88509,0.94314,0.97245,0.94683,0.3833,0.22166,1.08719,0.97708,0.000808623,0.000808623,0.000808623
13,1415.25,0.45686,0.40506,0.99148,0.97174,0.93736,0.85563,0.97155,0.91828,0.93736,0.85563,0.97155,0.94954,0.37047,0.20981,1.15426,0.96048,0.000804044,0.000804044,0.000804044
14,1545.41,0.40577,0.3639,0.85103,0.93006,0.95773,0.91494,0.97725,0.93239,0.95773,0.91494,0.97725,0.95438,0.35027,0.20957,1.04165,0.92073,0.000799087,0.000799087,0.000799087
15,1642.7,0.39462,0.31667,0.87727,0.93153,0.78398,0.9379,0.96144,0.93246,0.78398,0.9379,0.96144,0.95015,0.30626,0.19956,1.25006,0.88596,0.000793757,0.000793757,0.000793757
16,1743.61,0.40159,0.34178,0.85544,0.93684,0.96077,0.89216,0.97122,0.91838,0.96077,0.89216,0.97122,0.94172,0.35315,0.2026,0.94454,0.93765,0.000788058,0.000788058,0.000788058
17,1873.09,0.39655,0.31694,0.87063,0.93985,0.88808,0.91642,0.97528,0.93792,0.88808,0.91642,0.97528,0.96627,0.33051,0.20353,0.97321,0.90612,0.000781997,0.000781997,0.000781997
18,1969.31,0.37027,0.30808,0.7821,0.91525,0.9394,0.8761,0.97515,0.92322,0.9394,0.8761,0.97515,0.95903,0.33914,0.20263,0.933,0.91693,0.000775579,0.000775579,0.000775579
19,2071.31,0.38211,0.32874,0.78955,0.9332,0.88844,0.92788,0.96711,0.92724,0.88844,0.92788,0.96711,0.94725,0.31424,0.2004,0.90304,0.90116,0.000768811,0.000768811,0.000768811
20,2203.56,0.37156,0.3234,0.76787,0.93387,0.93776,0.9247,0.9879,0.94643,0.93776,0.9247,0.9879,0.96714,0.33095,0.19401,0.87576,0.92764,0.000761699,0.000761699,0.000761699
21,2299.88,0.40335,0.2915,0.73411,0.92858,0.94745,0.90693,0.96657,0.92164,0.94745,0.90693,0.96657,0.94372,0.33061,0.20081,0.83806,0.92027,0.000754251,0.000754251,0.000754251
22,2401.1,0.35999,0.29346,0.65204,0.91403,0.92986,0.94457,0.98358,0.94955,0.92986,0.94457,0.98358,0.97124,0.31693,0.20061,0.76291,0.902,0.000746474,0.000746474,0.000746474
23,2532.59,0.38338,0.30355,0.67991,0.91989,0.91717,0.92852,0.96602,0.92958,0.91717,0.92852,0.96602,0.95459,0.30599,0.20199,0.77414,0.89732,0.000738375,0.000738375,0.000738375
24,2628.57,0.41037,0.32878,0.67481,0.95243,0.8888,0.93037,0.96211,0.93301,0.8888,0.93037,0.96211,0.95667,0.30493,0.22009,0.81917,0.8836,0.000729962,0.000729962,0.000729962
25,2730.57,0.34171,0.31902,0.63271,0.90233,0.91687,0.96965,0.96744,0.94548,0.91687,0.96965,0.96744,0.96178,0.284,0.19158,0.67798,0.88282,0.000721244,0.000721244,0.000721244
26,2860.43,0.3488,0.30913,0.62727,0.91254,0.90173,0.90182,0.98434,0.95331,0.90173,0.90182,0.98434,0.97721,0.30914,0.18708,0.72824,0.89072,0.00071223,0.00071223,0.00071223
27,2956.34,0.34944,0.2941,0.64185,0.91628,0.9618,0.97167,0.98623,0.94765,0.9618,0.97167,0.98623,0.97311,0.34464,0.18595,0.62381,0.92345,0.000702928,0.000702928,0.000702928
28,3058.37,0.3331,0.29369,0.62664,0.92938,0.90391,0.96403,0.98679,0.94216,0.90391,0.96403,0.98679,0.981,0.34687,0.194,0.74431,0.92934,0.000693347,0.000693347,0.000693347
29,3188.02,0.35276,0.29399,0.60601,0.91088,0.92763,0.95054,0.98203,0.94694,0.92763,0.95054,0.98203,0.96907,0.31445,0.1873,0.66309,0.90074,0.000683497,0.000683497,0.000683497
30,3283.36,0.33438,0.2849,0.54329,0.91061,0.92731,0.95262,0.97154,0.94236,0.92731,0.95262,0.97154,0.95891,0.30233,0.1847,0.64906,0.88711,0.000673388,0.000673388,0.000673388
31,3384.87,0.39616,0.30832,0.64998,0.95253,0.95838,0.96274,0.99069,0.96116,0.95838,0.96274,0.99069,0.97527,0.28937,0.18773,0.56908,0.8745,0.000663029,0.000663029,0.000663029
32,3514.93,0.35072,0.3175,0.59211,0.93716,0.94334,0.94499,0.97303,0.93968,0.94334,0.94499,0.97303,0.96139,0.31268,0.1893,0.63255,0.89722,0.000652432,0.000652432,0.000652432
33,3610.32,0.34013,0.27581,0.53815,0.91435,0.95501,0.94753,0.97144,0.94752,0.95501,0.94753,0.97144,0.96024,0.30307,0.18997,0.60585,0.89547,0.000641605,0.000641605,0.000641605
34,3711.26,0.33118,0.28303,0.54077,0.90948,0.92958,0.87768,0.95856,0.93822,0.92958,0.87768,0.95856,0.95291,0.28824,0.17779,0.71734,0.87186,0.000630561,0.000630561,0.000630561
35,3839.68,0.32274,0.29619,0.55408,0.91783,0.94515,0.9317,0.97242,0.94276,0.94515,0.9317,0.97242,0.96316,0.30142,0.1788,0.6269,0.88603,0.000619309,0.000619309,0.000619309
36,3934.48,0.33293,0.30638,0.56939,0.96365,0.98285,0.95052,0.99025,0.96768,0.98285,0.95052,0.99025,0.97992,0.28377,0.16997,0.54896,0.87466,0.000607861,0.000607861,0.000607861
37,4036.06,0.32139,0.28393,0.56037,0.90497,0.93579,0.96341,0.98539,0.96069,0.93579,0.96341,0.98539,0.9812,0.29437,0.1726,0.55833,0.87242,0.000596229,0.000596229,0.000596229
38,4164.27,0.32494,0.27845,0.50929,0.90999,0.88933,0.90951,0.9715,0.94612,0.88933,0.90951,0.9715,0.95762,0.28725,0.18553,0.67236,0.87771,0.000584423,0.000584423,0.000584423
39,4258.93,0.30357,0.29241,0.48673,0.89513,0.95604,0.9599,0.99249,0.96534,0.95604,0.9599,0.99249,0.97663,0.28225,0.17982,0.5392,0.87583,0.000572456,0.000572456,0.000572456
40,4359.77,0.29675,0.25318,0.45497,0.89907,0.96067,0.94105,0.99009,0.96673,0.96067,0.94105,0.99009,0.98173,0.2811,0.17704,0.52696,0.87482,0.000560339,0.000560339,0.000560339
41,4489.49,0.30249,0.25361,0.46545,0.90435,0.9513,0.96865,0.98179,0.96075,0.9513,0.96865,0.98179,0.97347,0.27058,0.17786,0.51774,0.86493,0.000548084,0.000548084,0.000548084
42,4587.04,0.28833,0.23801,0.48107,0.90363,0.93527,0.96533,0.95822,0.94192,0.93527,0.96533,0.95822,0.94831,0.27021,0.17099,0.54965,0.86352,0.000535703,0.000535703,0.000535703
43,4689.94,0.30965,0.25963,0.48665,0.89417,0.95765,0.97609,0.99067,0.97409,0.95765,0.97609,0.99067,0.98052,0.26504,0.1686,0.46187,0.85896,0.000523209,0.000523209,0.000523209
44,4824.78,0.31327,0.27387,0.46807,0.90607,0.9886,0.98295,0.995,0.97461,0.9886,0.98295,0.995,0.98916,0.26352,0.17413,0.42508,0.85856,0.000510613,0.000510613,0.000510613
45,4924.58,0.30735,0.29007,0.44738,0.88663,0.98285,0.98049,0.99457,0.97797,0.98285,0.98049,0.99457,0.98316,0.27575,0.16756,0.40526,0.87822,0.000497929,0.000497929,0.000497929
46,5029.7,0.30026,0.26186,0.45144,0.90105,0.99127,0.98577,0.995,0.96654,0.99127,0.98577,0.995,0.98223,0.28077,0.17102,0.43242,0.88313,0.000485168,0.000485168,0.000485168
47,5159.04,0.30089,0.31603,0.46828,0.91318,0.95084,0.97909,0.98915,0.96921,0.95084,0.97909,0.98915,0.98122,0.28861,0.17346,0.47199,0.87854,0.000472344,0.000472344,0.000472344
48,5256.06,0.30788,0.30526,0.48127,0.9129,0.92857,0.98568,0.99049,0.96384,0.92857,0.98568,0.99049,0.98093,0.2861,0.17051,0.49227,0.87246,0.000459469,0.000459469,0.000459469
49,5356.58,0.28644,0.25662,0.40265,0.89094,0.96013,0.96473,0.99056,0.97173,0.96013,0.96473,0.99056,0.98032,0.25965,0.16877,0.46424,0.86496,0.000446556,0.000446556,0.000446556
50,5490.21,0.30172,0.28418,0.42247,0.8915,0.96221,0.96865,0.98729,0.96815,0.96221,0.96865,0.98729,0.97924,0.28582,0.17917,0.45616,0.86866,0.000433617,0.000433617,0.000433617
51,5587.22,0.29489,0.24424,0.42518,0.89226,0.94399,0.9479,0.98738,0.97791,0.94399,0.9479,0.98738,0.98007,0.24783,0.17921,0.48752,0.84808,0.000420665,0.000420665,0.000420665
52,5690.65,0.31576,0.34816,0.5063,0.92589,0.9819,0.9665,0.99289,0.97991,0.9819,0.9665,0.99289,0.98417,0.25825,0.17758,0.42905,0.85574,0.000407713,0.000407713,0.000407713
53,5820.88,0.26986,0.25085,0.3992,0.89084,0.96799,0.95961,0.99189,0.97468,0.96799,0.95961,0.99189,0.98632,0.2666,0.17622,0.41721,0.85679,0.000394774,0.000394774,0.000394774
54,5917.83,0.2761,0.24036,0.38471,0.88774,0.95416,0.96822,0.98796,0.9636,0.95416,0.96822,0.98796,0.97741,0.25553,0.17169,0.4563,0.85626,0.000381861,0.000381861,0.000381861
55,6021.06,0.29373,0.28378,0.41874,0.89296,0.98168,0.9904,0.99432,0.98289,0.98168,0.9904,0.99432,0.98817,0.25613,0.18095,0.3933,0.85752,0.000368986,0.000368986,0.000368986
56,6154.76,0.27821,0.24941,0.39565,0.88533,0.99637,0.97821,0.99432,0.98252,0.99637,0.97821,0.99432,0.98741,0.24671,0.17532,0.34507,0.84817,0.000356162,0.000356162,0.000356162
57,6253.7,0.27131,0.24851,0.3878,0.88667,0.9902,0.98055,0.99457,0.97975,0.9902,0.98055,0.99457,0.98534,0.25477,0.16925,0.35139,0.85371,0.000343401,0.000343401,0.000343401
58,6358.31,0.31813,0.25782,0.40167,0.8929,0.91064,0.9723,0.99005,0.98077,0.91064,0.9723,0.99005,0.98161,0.25173,0.16982,0.41291,0.85704,0.000330717,0.000330717,0.000330717
59,6491.71,0.27134,0.26835,0.37659,0.89184,0.97412,0.96288,0.99332,0.97345,0.97412,0.96288,0.99332,0.98682,0.26454,0.17385,0.38806,0.85646,0.000318121,0.000318121,0.000318121
60,6588.92,0.28216,0.27439,0.37683,0.90271,0.98753,0.98111,0.995,0.9838,0.98753,0.98111,0.995,0.99014,0.23993,0.17397,0.36011,0.83833,0.000305627,0.000305627,0.000305627
61,6690.77,0.27702,0.26332,0.38711,0.88994,0.97291,0.98055,0.99417,0.98549,0.97291,0.98055,0.99417,0.98735,0.23325,0.17212,0.36346,0.83703,0.000293246,0.000293246,0.000293246
62,6820.23,0.25501,0.24328,0.33321,0.87783,0.9589,0.98347,0.9938,0.9848,0.9589,0.98347,0.9938,0.98624,0.2299,0.17103,0.36022,0.84111,0.000280991,0.000280991,0.000280991
63,6914.9,0.26747,0.25799,0.34246,0.88932,0.98924,0.98285,0.99457,0.98029,0.98924,0.98285,0.99457,0.98711,0.24088,0.17334,0.34469,0.84324,0.000268874,0.000268874,0.000268874
64,7015.88,0.26147,0.24921,0.34047,0.8792,0.99299,0.98112,0.99417,0.9863,0.99299,0.98112,0.99417,0.98728,0.21765,0.17081,0.32001,0.83441,0.000256907,0.000256907,0.000256907
65,7143.66,0.25703,0.25445,0.34648,0.87118,0.97194,0.98242,0.99457,0.9827,0.97194,0.98242,0.99457,0.98994,0.22941,0.1681,0.33757,0.83407,0.000245101,0.000245101,0.000245101
66,7237.72,0.26437,0.25118,0.37696,0.89292,0.99576,0.9926,0.995,0.98562,0.99576,0.9926,0.995,0.99054,0.24071,0.16237,0.31762,0.84185,0.000233469,0.000233469,0.000233469
67,7345.74,0.26289,0.22902,0.34281,0.86901,0.99543,0.99195,0.995,0.98795,0.99543,0.99195,0.995,0.98886,0.21788,0.16086,0.302,0.82958,0.000222021,0.000222021,0.000222021
68,7472.06,0.26341,0.25097,0.36661,0.88599,0.98837,0.98692,0.995,0.986,0.98837,0.98692,0.995,0.99098,0.2178,0.1616,0.29123,0.83356,0.000210769,0.000210769,0.000210769
69,7564.84,0.25976,0.25891,0.3416,0.8884,0.99285,0.98175,0.995,0.98674,0.99285,0.98175,0.995,0.99022,0.24349,0.16607,0.30685,0.8455,0.000199725,0.000199725,0.000199725
70,7663.48,0.24249,0.24049,0.33779,0.87682,0.99697,0.99154,0.995,0.98761,0.99697,0.99154,0.995,0.98874,0.22541,0.16734,0.30733,0.83219,0.000188898,0.000188898,0.000188898
71,7790.24,0.25233,0.2487,0.37202,0.88827,0.98031,0.98096,0.995,0.98658,0.98031,0.98096,0.995,0.98969,0.22714,0.16488,0.31302,0.83308,0.000178301,0.000178301,0.000178301
72,7883.22,0.24778,0.25015,0.32952,0.87841,0.97852,0.98067,0.99457,0.98744,0.97852,0.98067,0.99457,0.98835,0.23132,0.16459,0.32755,0.83928,0.000167942,0.000167942,0.000167942
73,7982.29,0.25319,0.24919,0.35027,0.87412,0.98822,0.981,0.99457,0.98869,0.98822,0.981,0.99457,0.98956,0.22518,0.16568,0.30891,0.83556,0.000157833,0.000157833,0.000157833
74,8109.2,0.24655,0.23982,0.32602,0.88633,0.97739,0.98718,0.99457,0.98981,0.97739,0.98718,0.99457,0.99281,0.21439,0.16381,0.30934,0.82844,0.000147983,0.000147983,0.000147983
75,8202.6,0.23067,0.19975,0.29946,0.88211,0.96738,0.98125,0.99417,0.98902,0.96738,0.98125,0.99417,0.99227,0.22052,0.16279,0.3142,0.8288,0.000138402,0.000138402,0.000138402
76,8301.6,0.24085,0.2474,0.31802,0.87815,0.97597,0.96634,0.99402,0.98571,0.97597,0.96634,0.99402,0.98974,0.21901,0.16326,0.3386,0.82745,0.0001291,0.0001291,0.0001291
77,8428.26,0.23749,0.23161,0.31577,0.87287,0.99275,0.95793,0.99417,0.98922,0.99275,0.95793,0.99417,0.99021,0.21643,0.16285,0.30964,0.82513,0.000120086,0.000120086,0.000120086
78,8520.73,0.23982,0.22732,0.31713,0.87972,0.99031,0.96124,0.99417,0.98841,0.99031,0.96124,0.99417,0.99024,0.21262,0.1626,0.31513,0.82436,0.000111368,0.000111368,0.000111368
79,8618.58,0.28284,0.26569,0.42511,0.91051,0.95842,0.99162,0.99457,0.98798,0.95842,0.99162,0.99457,0.99015,0.22222,0.16309,0.31506,0.83015,0.000102955,0.000102955,0.000102955
80,8744.44,0.25087,0.24814,0.33902,0.87429,0.97735,0.98277,0.995,0.98941,0.97735,0.98277,0.995,0.99063,0.2131,0.16365,0.30636,0.82755,9.48564e-05,9.48564e-05,9.48564e-05
81,8838.15,0.23167,0.22023,0.30812,0.87827,0.98,0.98226,0.995,0.98879,0.98,0.98226,0.995,0.99154,0.20689,0.16433,0.29351,0.82427,8.7079e-05,8.7079e-05,8.7079e-05
82,8936.68,0.24217,0.26992,0.35846,0.8807,0.97918,0.98101,0.99457,0.98765,0.97918,0.98101,0.99457,0.98994,0.21022,0.16582,0.29278,0.82311,7.96307e-05,7.96307e-05,7.96307e-05
83,9062.37,0.23091,0.2472,0.30513,0.86743,0.9882,0.97421,0.99457,0.98567,0.9882,0.97421,0.99457,0.98972,0.20881,0.16591,0.29342,0.82391,7.2519e-05,7.2519e-05,7.2519e-05
84,9154.32,0.24454,0.26338,0.31211,0.88422,0.99154,0.97325,0.99457,0.98742,0.99154,0.97325,0.99457,0.99036,0.21651,0.16735,0.29213,0.82764,6.57509e-05,6.57509e-05,6.57509e-05
85,9253.05,0.22575,0.22365,0.29743,0.86803,0.99099,0.97329,0.99457,0.98566,0.99099,0.97329,0.99457,0.98971,0.2084,0.16503,0.28689,0.82492,5.93331e-05,5.93331e-05,5.93331e-05
86,9379.53,0.23513,0.24451,0.29594,0.88055,0.98793,0.97393,0.99417,0.98608,0.98793,0.97393,0.99417,0.98858,0.21487,0.1616,0.28889,0.828,5.32718e-05,5.32718e-05,5.32718e-05
87,9473,0.25755,0.25801,0.36973,0.88849,0.98707,0.97355,0.99457,0.9863,0.98707,0.97355,0.99457,0.98926,0.21801,0.16056,0.29599,0.82849,4.75731e-05,4.75731e-05,4.75731e-05
88,9574.99,0.23006,0.23974,0.30869,0.87476,0.98515,0.97217,0.99457,0.98587,0.98515,0.97217,0.99457,0.98875,0.20798,0.16035,0.29518,0.82596,4.22426e-05,4.22426e-05,4.22426e-05
89,9701.09,0.23095,0.22842,0.29772,0.87849,0.98017,0.97417,0.99457,0.98771,0.98017,0.97417,0.99457,0.98891,0.20616,0.15952,0.29126,0.82404,3.72856e-05,3.72856e-05,3.72856e-05
90,9793.96,0.23213,0.22649,0.29866,0.88466,0.97875,0.97835,0.99457,0.98812,0.97875,0.97835,0.99457,0.99208,0.20709,0.15914,0.28857,0.82335,3.27069e-05,3.27069e-05,3.27069e-05
91,9893.82,0.18861,0.16097,0.29541,0.81813,0.9775,0.99569,0.995,0.98838,0.9775,0.99569,0.995,0.99147,0.21715,0.16004,0.2891,0.82652,2.85111e-05,2.85111e-05,2.85111e-05
92,10019.2,0.18208,0.16695,0.28944,0.82639,0.98993,0.98737,0.995,0.99023,0.98993,0.98737,0.995,0.99196,0.22132,0.16016,0.29507,0.82626,2.47023e-05,2.47023e-05,2.47023e-05
93,10109.9,0.17565,0.17192,0.29264,0.84906,0.98603,0.99251,0.995,0.99053,0.98603,0.99251,0.995,0.99186,0.21243,0.16024,0.28281,0.82303,2.12843e-05,2.12843e-05,2.12843e-05
94,10206.9,0.16863,0.16281,0.26269,0.81637,0.98968,0.99344,0.995,0.99044,0.98968,0.99344,0.995,0.99169,0.20594,0.16003,0.27733,0.81909,1.82604e-05,1.82604e-05,1.82604e-05
95,10331.9,0.16875,0.16425,0.26139,0.82289,0.98795,0.99282,0.995,0.99037,0.98795,0.99282,0.995,0.99162,0.20172,0.16026,0.27316,0.81666,1.56336e-05,1.56336e-05,1.56336e-05
96,10423.4,0.16656,0.15992,0.26014,0.81278,0.98723,0.99186,0.995,0.9903,0.98723,0.99186,0.995,0.99331,0.2008,0.16016,0.274,0.81587,1.34065e-05,1.34065e-05,1.34065e-05
97,10521.1,0.15946,0.16172,0.2553,0.80929,0.99271,0.98272,0.995,0.99046,0.99271,0.98272,0.995,0.9916,0.19917,0.1598,0.2786,0.81402,1.15814e-05,1.15814e-05,1.15814e-05
98,10648.1,0.16615,0.16004,0.2999,0.83965,0.99086,0.98247,0.995,0.99051,0.99086,0.98247,0.995,0.9917,0.19702,0.15997,0.27888,0.81358,1.016e-05,1.016e-05,1.016e-05
99,10739.4,0.16277,0.16343,0.25156,0.8118,0.99111,0.98268,0.995,0.99063,0.99111,0.98268,0.995,0.99171,0.19675,0.15991,0.27815,0.81357,9.14365e-06,9.14365e-06,9.14365e-06
100,10836.8,0.16408,0.15496,0.25441,0.83783,0.98994,0.98242,0.995,0.99052,0.98994,0.98242,0.995,0.99171,0.1954,0.16026,0.27809,0.81336,8.53346e-06,8.53346e-06,8.53346e-06
1,68.0535,0.53657,1.64439,3.32236,1.05581,0.00881,1,0.22741,0.20625,0.00881,1,0.22741,0.2129,0.35248,0.89604,3.88497,0.98676,0.00015827,0.00015827,0.00015827
2,137.65,0.48653,0.49609,2.68708,1.0102,0.99586,0.09091,0.44516,0.42709,0.99586,0.09091,0.44516,0.43198,0.35652,0.42461,3.43825,0.9513,0.000324791,0.000324791,0.000324791
3,205.127,0.50183,0.42908,2.18692,1.00754,0.50959,0.69463,0.6612,0.57925,0.50959,0.69463,0.6612,0.61919,0.5091,0.43384,2.69489,1.16439,0.00049099,0.00049099,0.00049099
4,272.777,0.52688,0.50216,1.86556,1.01345,0.7602,0.74126,0.83161,0.75391,0.7602,0.74126,0.83161,0.80346,0.47282,0.38161,2.01261,1.05841,0.000656624,0.000656624,0.000656624
5,341.37,0.48621,0.43233,1.62083,0.98398,0.90627,0.81955,0.92746,0.84588,0.90627,0.81955,0.92746,0.88834,0.48031,0.29052,1.83186,1.11473,0.000821451,0.000821451,0.000821451
6,408.28,0.47866,0.40585,1.51605,0.97916,0.85471,0.84125,0.96866,0.84222,0.85471,0.84125,0.96866,0.91005,0.51641,0.25371,2.02916,1.07803,0.000827923,0.000827923,0.000827923
7,475.117,0.47136,0.38961,1.37012,0.98295,0.9015,0.88477,0.95637,0.89193,0.9015,0.88477,0.95637,0.94561,0.40965,0.27912,1.4536,0.96499,0.000825696,0.000825696,0.000825696
8,539.931,0.45013,0.36659,1.29699,0.9719,0.87224,0.93038,0.96292,0.88211,0.87224,0.93038,0.96292,0.94387,0.45547,0.24376,1.42137,1.05431,0.00082307,0.00082307,0.00082307
9,603.581,0.45363,0.36385,1.2005,0.95365,0.92992,0.93229,0.96531,0.87591,0.92992,0.93229,0.96531,0.9256,0.44876,0.28589,1.40224,1.00743,0.000820046,0.000820046,0.000820046
10,666.034,0.43804,0.35382,1.12311,0.95881,0.88017,0.9101,0.98674,0.92856,0.88017,0.9101,0.98674,0.96353,0.38451,0.22826,1.31783,0.96727,0.000816628,0.000816628,0.000816628
11,727.601,0.40505,0.32589,1.10929,0.93021,0.96626,0.95396,0.99009,0.94931,0.96626,0.95396,0.99009,0.97298,0.33608,0.24933,1.20927,0.92299,0.000812819,0.000812819,0.000812819
12,789.652,0.42251,0.31124,1.09117,0.94101,0.90475,0.93467,0.97897,0.93516,0.90475,0.93467,0.97897,0.95067,0.35079,0.20121,1.15997,0.94957,0.000808623,0.000808623,0.000808623
13,852.031,0.45232,0.36752,1.02094,0.96232,0.92519,0.94753,0.9802,0.93107,0.92519,0.94753,0.9802,0.95057,0.38305,0.20196,1.16968,0.98425,0.000804044,0.000804044,0.000804044
14,915.272,0.38915,0.35832,1.00619,0.93303,0.90339,0.93677,0.97632,0.92566,0.90339,0.93677,0.97632,0.96451,0.34035,0.19745,0.981,0.91464,0.000799087,0.000799087,0.000799087
15,976.277,0.37914,0.32973,0.91642,0.92692,0.90069,0.92248,0.94855,0.90295,0.90069,0.92248,0.94855,0.9369,0.32851,0.20972,1.06287,0.91461,0.000793757,0.000793757,0.000793757
16,1037.72,0.39367,0.32455,0.92426,0.94201,0.89633,0.94003,0.98192,0.91768,0.89633,0.94003,0.98192,0.93678,0.37364,0.20663,1.10818,0.93204,0.000788058,0.000788058,0.000788058
17,1099.14,0.3689,0.31029,0.84818,0.93021,0.85539,0.95663,0.98736,0.9512,0.85539,0.95663,0.98736,0.97126,0.32889,0.20736,1.00483,0.91126,0.000781997,0.000781997,0.000781997
18,1160.67,0.36866,0.31585,0.79968,0.93574,0.96747,0.95354,0.99362,0.95251,0.96747,0.95354,0.99362,0.98066,0.33299,0.19586,0.85826,0.91321,0.000775579,0.000775579,0.000775579
19,1221.55,0.36579,0.31794,0.85965,0.92787,0.91156,0.98034,0.995,0.97261,0.91156,0.98034,0.995,0.98955,0.28903,0.21692,0.86251,0.87675,0.000768811,0.000768811,0.000768811
20,1282.59,0.37715,0.33528,0.84807,0.9258,0.97048,0.97815,0.99333,0.96411,0.97048,0.97815,0.99333,0.9799,0.30244,0.19142,0.78198,0.90344,0.000761699,0.000761699,0.000761699
21,1343.04,0.38814,0.32493,0.79648,0.92839,0.91654,0.90414,0.98961,0.90502,0.91654,0.90414,0.98961,0.91308,0.4492,0.20087,1.0085,1.03355,0.000754251,0.000754251,0.000754251
22,1403.37,0.35173,0.31692,0.74844,0.90159,0.89802,0.94976,0.95078,0.92814,0.89802,0.94976,0.95078,0.93407,0.29404,0.20199,0.82774,0.90193,0.000746474,0.000746474,0.000746474
23,1463.66,0.38527,0.33312,0.73573,0.91989,0.93842,0.97997,0.98786,0.9596,0.93842,0.97997,0.98786,0.97261,0.29993,0.19477,0.75137,0.89346,0.000738375,0.000738375,0.000738375
24,1523.59,0.34616,0.28037,0.69461,0.91552,0.92625,0.94922,0.98162,0.94211,0.92625,0.94922,0.98162,0.96444,0.31071,0.19311,0.75697,0.89365,0.000729962,0.000729962,0.000729962
25,1582.97,0.34519,0.31986,0.70822,0.90946,0.95362,0.95512,0.97769,0.95726,0.95362,0.95512,0.97769,0.97002,0.28886,0.20318,0.71674,0.87894,0.000721244,0.000721244,0.000721244
